LastName,FirstName,Gender,Country,Date,Competition,Round,Location,Rank,D_Score,E_Score,Penalty,Score,HB_score,HB_num_of_samples,PH_score,PH_num_of_samples,FX_score,FX_num_of_samples,PB_score,PB_num_of_samples,SR_score,SR_num_of_samples,VT_score,VT_num_of_samples
lee,daniel,m,JEY,"29 Jul-2 Aug, 2023",BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",10.0,5.1,7.6,,13.107692307692307,12.65,2,12.175,2,12.774999999999999,2,13.8,2,13.033333333333333,3,14.25,2
radovesnicky,daniel,m,CZE,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",118.0,4.4,7.3,,12.022,12.366,1,10.5,1,11.7,1,12.8,1,11.7,1,13.066,1
smyllie,daniel,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",30.0,4.8,5.7,0.1,8.61,10.45,1,0.05,1,10.4,1,,0,9.85,1,12.3,1
stoddart,daniel,m,NZL,05-06 May 2023,Oceania Continental Championships 2023,aa,"Carrara, Australia",,4.1,8.6,0.0,12.8165,,0,,0,,0,12.7,1,12.933,1,,0
tuya,daniel,m,ESP,23-26 Feb 2023,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",23.0,4.6,8.433,,12.633000000000001,,0,,0,,0,,0,13.033,1,12.433,2
zander,daniel,m,AUT,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",35.0,5.3,7.866,,12.4747,11.966,1,11.066,1,13.022,3,12.4,1,12.538666666666666,3,12.633,1
richards,danyella,m,JAM,"29 Jul-2 Aug, 2023",BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",,3.6,8.7,,12.3,,0,,0,,0,,0,,0,12.3,1
sissakis,dario,m,GE1,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",34.0,5.6,7.85,0.3,12.965470588235295,9.6,1,,0,12.716666666666669,3,12.4165,2,12.872,3,13.65175,8
huddleston,david,m,BUL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",122.0,5.0,6.7,0.1,12.941333333333333,11.6665,2,12.7165,2,11.633,2,14.1495,2,13.2665,2,14.216000000000001,2
rumbutis,david,m,SWE,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",111.0,4.5,7.566,,13.197842105263158,12.777333333333333,3,12.421666666666667,3,12.6495,2,13.577333333333334,3,12.7495,2,13.938666666666665,6
tanner,david,m,AUS,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",30.0,5.2,8.1,0.1,11.037727272727274,11.55,1,10.9915,2,11.4165,2,13.358,2,13.116499999999998,2,6.05,2
vecsernyes,david,m,HUN,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",10.0,5.8,7.7,,12.988666666666667,13.3332,5,11.266,1,,0,,0,,0,,0
weir,david,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,final,"Liverpool, England",6.0,5.3,8.33,0.0,12.935769230769232,12.483,2,11.05,1,13.144333333333334,3,12.7,1,12.45,1,13.513200000000001,5
yin,dehang,m,CHN,1-4 Mar 2023,World Cup,final,"Doha, Qatar",8.0,6.3,7.333,,14.0665,,0,14.0665,2,,0,,0,,0,,0
reinhardt,dietmar,m,ESP,25-28 May 2023,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",20.0,5.0,5.85,0.0,12.6866,12.233333333333334,3,12.705333333333334,3,,0,13.149999999999999,3,12.6,1,,0
jimenez,dilan,m,COL,24-28 Jun 2023,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",1.0,5.6,8.25,,13.033909090909088,12.075,2,11.5,2,13.783333333333333,3,13.572625,8,12.433,5,13.75,2
dimitrov,dimitar,m,BUL,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",107.0,5.9,5.566,0.2,13.20375,,0,,0,11.266,1,,0,12.233,1,13.6885,6
soares,diogo,m,BRA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",24.0,5.3,7.466,,13.494,13.916,2,13.499500000000001,2,13.116,2,13.2665,2,12.983,2,14.183,2
escobar,diorges,m,CUB,24-28 Jun 2023,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",6.0,5.4,7.7,,13.070000000000002,13.583333333333334,3,12.1,3,13.450000000000001,3,13.350000000000001,2,12.05,2,13.925,2
toishybek,diyas,m,KAZ,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",56.0,4.7,7.833,,12.304428571428572,10.8165,2,13.016,2,12.533,1,13.033,1,,0,12.9,1
mickevics,dmitrijs,m,LAT,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",42.0,5.3,7.766,,13.194166666666668,,0,13.194166666666668,6,,0,,0,,0,,0
patanin,dmitriy,m,KAZ,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",57.0,5.9,7.566,0.2,13.023636363636363,10.9665,2,,0,13.648666666666665,6,12.9495,2,12.8198,5,13.242428571428572,7
tamsel,dominic,m,SUI,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",21.0,5.5,8.566,,13.560416666666667,13.68,2,13.288666666666666,3,,0,13.9665,4,13.210999999999999,3,,0
cunningham,dominick,m,IRL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",29.0,5.7,8.1,,13.284777777777778,12.577333333333334,3,11.877333333333333,3,13.2205,8,12.844,3,12.7995,4,13.9596,15
whittenburg,donnell,m,USA,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",18.0,6.4,7.733,,12.116400000000002,12.55,2,12.833,1,13.433,2,13.666,1,14.232999999999999,3,0.0,1
djordjevic,dusan,m,,8-11 Jun 2023,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",15.0,5.8,7.5,,13.550000000000002,,0,,0,13.3,1,,0,,0,13.675,2
dordevic,dusan,m,SRB,25-28 May 2023,2023 Varna World Challenge Cup Results,final,"Varna, Bulgaria",5.0,5.4,8.133,0.0,13.574333333333334,,0,,0,13.1655,4,,0,,0,13.77875,8
montgomery,eamon,m,IRL,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",77.0,5.9,7.0,,13.383000000000003,,0,,0,13.383000000000003,11,,0,,0,,0
penev,eddie,m,BUL,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",53.0,5.6,7.633,,13.587846153846154,13.191500000000001,2,10.45,1,13.908600000000002,5,,0,,0,14.0532,5
yusof,eddy,m,SUI,11-16 Apr 2023,2023 Senior European Championships,final,"Antalya, Turkey",6.0,5.9,7.566,,13.528428571428572,,0,12.625,2,,0,14.055333333333332,3,13.6415,2,,0
de,edoardo,m,ITA,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",38.0,5.3,7.5,,12.151454545454545,11.8,1,14.4,3,12.65,2,13.55,1,13.058,2,6.85,2
gonzales,edward,m,PER,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",123.0,5.2,6.6,0.2,12.255333333333333,11.033,1,12.566,1,11.6,1,12.8,1,11.833,1,13.7,1
rolin,edward,m,VEN,24-28 Jun 2023,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",6.0,5.4,7.7,,12.463333333333335,11.2,2,11.4,2,12.55,2,12.95,2,12.116666666666665,3,13.600000000000001,4
gorrell,eilidh,m,SCO,"29 Jul-2 Aug, 2023",BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",,3.2,8.5,,11.7,,0,,0,,0,,0,,0,11.7,1
petrounias,eleftherios,m,GRE,18-21 Aug 2022,2022 Senior European Championships,final,"Munich, Germany",1.0,6.2,8.933,,14.751999999999999,,0,,0,,0,,0,14.751999999999999,7,,0
wahrmann,elel,m,JAM,24-28 Jun 2023,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",12.0,4.5,8.3,,12.0625,11.1,2,11.95,2,12.7,2,12.225000000000001,2,11.325,2,13.075,2
koski,elias,m,FIN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",80.0,5.0,7.9,0.1,13.226615384615382,13.04975,4,13.213,5,13.2415,4,13.0796,5,13.049499999999998,4,13.7665,4
ioscovich,eliran,m,ISR,25-28 May 2023,2023 Varna World Challenge Cup Results,final,"Varna, Bulgaria",8.0,5.3,8.066,0.3,12.392222222222223,12.5,1,11.1,1,13.142,5,13.5,2,12.35,1,11.8,8
cooper,elliott,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",27.0,4.8,7.65,0.0,12.266666666666666,12.3,1,12.05,1,12.45,1,12.7,1,11.55,1,12.55,1
akhmejanov,emil,m,KAZ,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",129.0,5.7,5.4,0.5,12.418695652173911,11.038666666666666,3,9.377666666666668,3,12.1875,4,12.833333333333334,3,11.766,1,13.929444444444444,9
barber,emil,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,final,"Liverpool, England",5.0,5.4,8.27,0.0,13.298363636363634,12.35,1,11.1,1,13.766499999999999,4,12.9,1,,0,13.7165,4
soravuo,emil,m,FIN,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",11.0,5.5,8.633,,14.133,,0,,0,14.133,1,,0,,0,,0
bremner,emily,m,SCO,"29 Jul-2 Aug, 2023",BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",,4.2,8.65,,12.85,,0,,0,,0,,0,,0,12.85,1
whitehead,emily,m,AUS,"29 Jul-2 Aug, 2023",BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",,4.6,8.9,0.1,13.4,,0,,0,,0,,0,,0,13.4,1
spence,emma,m,CAN,"29 Jul-2 Aug, 2023",BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",,4.6,8.8,,13.4,,0,,0,,0,,0,,0,13.4,1
yap,emma,m,SGP,"29 Jul-2 Aug, 2023",BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",,3.4,7.85,,11.25,,0,,0,,0,,0,,0,11.25,1
damdindorj,enkhtuvshin,m,MGL,23-26 Feb 2023,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",14.0,5.5,8.066,,11.737714285714286,12.6165,2,13.633,2,13.416,2,11.1495,2,10.783000000000001,2,10.283,4
liaskinas,ernestas,m,LTU,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",109.0,4.5,6.2,,11.355333333333334,,0,10.733,1,10.7,1,,0,,0,12.633,1
dick,ethan,m,NZL,"29 Jul-2 Aug, 2023",BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",16.0,5.1,6.45,0.1,12.866526315789473,12.477666666666666,3,13.61225,4,12.194333333333333,3,12.605333333333334,3,12.683333333333332,3,13.377666666666665,3
cox,euan,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",23.0,5.7,7.05,0.1,9.20625,8.025,2,5.1,1,6.325,2,12.6,1,12.95,1,14.3,1
mclellan,euan,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",26.0,4.8,7.7,0.0,11.91666666666667,11.925,2,9.65,2,11.625,2,13.149999999999999,2,12.35,2,12.8,2
mc,ewan,m,IRL,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",89.0,5.1,7.3,,12.594857142857142,12.2,1,11.733,1,12.4,1,12.166,1,11.933,1,13.866,2
indig,eyal,m,ISR,25-28 May 2023,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",9.0,6.0,7.45,0.0,13.98325,,0,13.98325,4,,0,,0,,0,,0
de,fabian,m,MEX,24-28 Jun 2023,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",6.0,4.9,8.0,0.1,13.001272727272728,,0,,0,12.191500000000001,4,11.677333333333332,3,13.302500000000002,6,13.601666666666667,9
dolci,felix,m,CAN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",102.0,5.9,6.633,0.1,13.446379310344827,13.653199999999998,5,10.604,4,13.562249999999999,4,14.1132,5,13.913666666666666,6,14.193200000000001,5
arican,ferhat,m,TUR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",64.0,4.4,8.533,,13.744536585365855,12.909799999999999,5,13.790083333333333,12,14.2,1,14.629235294117645,17,,0,11.7665,6
borosa,filip,m,CRO,25-28 May 2023,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",13.0,4.3,7.95,0.0,12.25,,0,,0,12.25,1,,0,,0,,0
lidbeck,filip,m,SWE,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",83.0,5.7,7.3,0.3,13.518857142857144,,0,,0,13.288666666666666,3,,0,,0,13.6915,4
sasnal,filip,m,POL,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",50.0,5.6,7.9,0.2,12.088928571428571,9.5995,4,10.524750000000001,4,12.674750000000001,4,12.666250000000002,4,12.108,4,13.524625,8
ude,filip,m,CRO,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",8.0,5.7,6.8,,13.445272727272727,,0,13.445272727272727,11,,0,,0,,0,,0
almeida,filipe,m,POR,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",51.0,5.1,8.333,0.3,11.532833333333334,12.666,1,10.866,1,13.133,1,10.233,1,9.233,1,13.066,1
morgan,finlay,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",19.0,4.7,8.1,0.0,12.045833333333333,11.75,2,11.2,2,12.350000000000001,2,11.25,2,11.975000000000001,2,13.75,2
langenegger,florian,m,SUI,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",118.0,5.2,6.766,0.1,12.736739130434783,12.860999999999999,3,13.008,4,13.4165,4,13.616333333333335,3,13.0205,4,11.146600000000001,5
acuna,francisco,m,CRC,24-28 Jun 2023,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",14.0,4.3,8.2,,12.292307692307693,12.066666666666668,3,11.75,2,12.4,2,12.95,2,11.75,2,12.95,2
baines,frank,m,SCO,"29 Jul-2 Aug, 2023",BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",4.0,4.6,8.75,,13.201142857142857,12.799999999999999,3,12.775,2,13.405333333333333,3,13.3,2,13.075,2,13.95,2
lee,frankie,m,HKG,25-28 May 2023,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",13.0,4.8,8.9,0.0,13.399999999999999,,0,,0,,0,,0,,0,13.399999999999999,2
griffiths,fraser,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",,4.3,5.63,0.0,12.2662,,0,11.566,1,9.933,1,12.7,1,,0,13.565999999999999,2
lynes,fraser,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",,4.4,7.33,0.0,11.733,,0,,0,,0,,0,11.733,1,,0
richard,frederick,m,USA,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",12.0,6.1,8.05,0.1,13.9198,13.933250000000001,4,13.722,3,13.916333333333334,3,13.94975,4,13.6495,2,14.162499999999998,4
aas,fredrik,m,NOR,23-26 Feb 2023,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",39.0,4.6,6.7,,12.224499999999999,12.033000000000001,2,11.933,2,12.566,1,12.466,1,11.866,1,12.966,1
barbosa,gabriel,m,BRA,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",39.0,5.2,7.8,,13.03325,,0,13.0165,2,,0,13.0,1,13.1,1,,0
burtanete,gabriel,m,ROU,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",20.0,5.2,8.0,0.1,13.36941860465116,12.353000000000002,5,12.179599999999999,5,13.255166666666666,6,13.099666666666666,6,13.4275,6,14.235199999999999,15
khachikyan,gagik,m,ARM,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",72.0,4.8,8.2,,13.327137931034484,11.711,3,14.101999999999999,12,13.344333333333333,3,12.655333333333333,3,12.477333333333334,3,13.3398,5
kumar,gaurav,m,IND,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",81.0,5.2,7.6,,12.461,11.9,1,11.7,1,12.8,1,13.5,1,12.3,1,12.566,1
honnor,george,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",24.0,5.1,7.55,0.1,11.485714285714286,12.25,1,5.85,1,12.55,1,11.25,1,12.15,1,13.175,2
fenton,georgia,m,ENG,"29 Jul-2 Aug, 2023",BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",,4.6,8.85,0.3,13.15,,0,,0,,0,,0,,0,13.15,1
godwin,georgia,m,AUS,"29 Jul-2 Aug, 2023",BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",,4.8,8.95,,13.75,,0,,0,,0,,0,,0,13.75,1
angonas,georgios,m,CYP,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",120.0,4.8,7.266,0.4,12.683394736842107,13.005333333333333,6,11.708,6,12.069,6,12.910833333333334,6,12.430166666666667,6,13.653625000000002,8
kelesidis,georgios,m,GRE,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",91.0,4.4,7.6,,11.98325,12.0,1,11.8,2,,0,12.333,1,,0,,0
regini,giarnni,m,GBR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",1.0,6.2,8.333,,13.79659375,10.85825,4,13.238666666666667,3,14.110777777777777,9,14.510777777777776,9,,0,14.392571428571427,7
cuyle,glen,m,BEL,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",95.0,5.4,6.7,,13.556299999999998,,0,,0,12.2,2,13.6995,2,13.906199999999998,5,14.233,1
trebing,glenn,m,GER,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",79.0,5.4,7.433,,13.287199999999999,12.95825,4,13.403,5,13.316500000000001,2,13.2864,5,13.1495,2,13.766,2
lin,guan,m,TPE,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",31.0,5.2,8.0,,12.893722222222221,11.066333333333333,3,12.75,2,11.783,2,12.116,2,13.961428571428572,7,13.93,2
campos,guilherme,m,POR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",70.0,5.4,7.633,,12.32004347826087,11.953,5,9.288666666666666,3,13.110999999999999,6,12.366333333333332,3,12.610999999999999,3,14.043999999999999,3
chasazyrovas,gytis,m,LTU,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",119.0,5.6,6.533,0.4,12.049769230769233,11.966666666666667,3,12.256857142857143,7,10.833166666666665,6,12.822000000000001,3,11.933,4,13.466333333333333,3
trinh,hai,m,VIE,9-12 Mar 2023,World Cup,qual,"Baku, Azerbaijan",23.0,5.4,7.633,,13.608727272727272,,0,,0,12.877333333333333,3,,0,,0,13.883,8
carter,hamish,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",12.0,5.4,7.35,0.0,12.589363636363636,12.577666666666667,3,11.675,2,12.275,2,13.075,2,12.9,1,13.8,1
kumarasinghege,hansha,m,SRI,29 Jul-2 Aug 2022,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",37.0,2.9,6.15,,6.6000000000000005,,0,9.05,1,,0,,0,4.15,1,,0
kim,hansol,m,KOR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",12.0,6.0,8.266,,14.008,,0,,0,14.266,1,,0,,0,13.922000000000002,3
you,hao,m,CHN,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",42.0,5.3,7.933,,13.759800000000002,13.233,1,13.633,1,,0,12.7,1,14.616499999999998,2,,0
wibye,harald,m,NOR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",46.0,5.5,7.966,,13.047777777777778,12.677333333333335,3,12.066333333333333,3,12.921666666666667,3,14.143999999999998,3,12.655333333333333,3,13.822000000000001,3
hepworth,harry,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",25.0,5.9,6.65,0.0,13.988750000000001,,0,,0,13.497875,8,12.075,2,13.561714285714288,7,14.554210526315789,19
merdinyan,harutyun,m,ARM,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",3.0,6.1,8.633,,14.314444444444442,,0,14.314444444444442,9,,0,,0,,0,,0
bulut,hasan,m,TUR,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",80.0,4.5,7.833,,12.19988888888889,11.777666666666667,3,11.788666666666666,3,,0,13.033333333333331,3,,0,,0
skinner,hayden,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",18.0,6.2,7.35,0.7,13.475461538461541,,0,12.5,1,13.3032,5,,0,,0,13.737857142857141,7
thorpe,heath,m,AUS,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",87.0,5.2,7.6,0.1,11.86461111111111,12.816333333333333,3,10.088666666666667,3,13.511000000000001,3,12.6,2,12.788666666666666,3,10.187249999999999,4
brooker,henry,m,GBR,24-27 Mar 2022,2022 British Gymnastics Championships,qual,"Liverpool, England",32.0,5.2,6.15,0.0,11.700000000000001,11.2,1,10.7,1,11.35,1,12.2,1,11.0,1,12.725000000000001,2
lewis,henry,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",15.0,5.1,7.65,0.1,12.007142857142856,10.65,1,11.25,1,12.65,1,12.3,1,12.2,1,12.5,2
metidji,hillal,m,ALG,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",87.0,5.1,8.033,,11.816333333333333,,0,11.199666666666666,3,,0,12.433,3,,0,,0
hamadouche,houssem,m,ALG,27-30 Apr 2023,World Cup,qual,"Cairo, Egypt",32.0,5.1,7.233,,12.39125,,0,11.633,1,12.333,1,,0,,0,12.7995,2
marinov,hristos,m,BUL,25-28 May 2023,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",9.0,5.7,7.2,0.0,12.9,,0,,0,,0,,0,12.9,1,,0
kan,hyunbae,m,KOR,1-5 Aug 2023,2023 FISU World University Games,qual,"Chengdu, China",12.0,5.9,7.933,,12.99975,13.3,1,,0,13.833,1,,0,12.1,1,12.766,1
raubal,ian,m,SUI,1-5 Aug 2023,2023 FISH World University Games,AAfinal,"Chengdu, China",9.0,5.2,8.166,,13.379666666666667,13.299499999999998,2,12.3665,2,13.315999999999999,2,13.983,2,13.583,2,13.73,2
skirkey,ian,m,USA,27-30 Apr 2023,World Cup,final,"Cairo, Egypt",5.0,6.1,8.166,,14.166333333333334,,0,14.166333333333334,3,,0,,0,,0,,0
colak,ibrahim,m,TUR,17-19 Mar 2023,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",27.0,5.0,8.25,,13.933250000000001,12.5,1,,0,13.25,1,13.75,1,14.393199999999998,5,,0
magalhaes,igor,m,CAY,"29 Jul-2 Aug, 2023",BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",17.0,3.6,7.05,0.3,10.270833333333334,10.8,2,8.6,2,10.274999999999999,2,11.625,2,7.475,2,12.850000000000001,2
radivilov,igor,m,UKR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",18.0,6.0,7.866,,14.405478260869568,,0,,0,12.966,1,,0,14.252142857142859,7,14.572999999999999,15
liubimov,ilia,m,ISR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",116.0,5.5,7.0,,12.428620689655173,12.488,7,13.106125,8,12.655333333333331,3,13.100000000000001,4,12.183,3,10.3125,4
georgiou,ilias,m,CYP,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,final,"Liverpool, England",6.0,5.9,8.4,,13.346210526315788,13.602500000000001,6,12.482999999999999,3,13.133,1,13.410833333333334,6,13.408,2,14.1,1
kovtun,illia,m,UKR,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,"Liverpool, England",11.0,6.1,8.0,0.1,13.974252747252747,13.676399999999997,15,14.089666666666668,15,13.559285714285716,14,15.04370588235294,17,13.075454545454544,11,13.987526315789472,19
azizov,ilyas,m,KAZ,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",50.0,5.8,7.866,0.3,12.997333333333334,12.2396,5,13.580571428571428,7,12.9328,5,12.80457142857143,7,12.544333333333334,3,13.909666666666666,3
jimsheleishvili,ioane,m,GEO,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",26.0,5.6,8.1,,11.87938888888889,10.5464,5,9.666,1,11.77475,4,11.9165,2,12.933,1,13.513200000000001,5
nunez,isaac,m,MEX,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",137.0,3.9,6.166,,12.807782608695652,11.5198,5,12.779,4,12.588666666666668,3,13.724666666666666,6,12.3,2,13.716666666666667,3
dejanovic,ivan,m,SRB,18-21 Aug 2022,2022 Senior European Championships,qual,"Munich, Germany",83.0,5.0,7.233,,12.583124999999999,12.583124999999999,8,,0,,0,,0,,0,,0
tikhonov,ivan,m,AZE,29 Oct 2022 - 6 Nov 2022,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",126.0,5.5,5.666,,13.137755102040817,12.6398,10,12.733111111111109,9,12.921833333333334,6,13.433,8,13.4464,5,13.684272727272726,11
scrivens,iwan,m,GBR,23-26 Mar 2023,2023 British Gymnastics Championships,qual,"Liverpool, England",31.0,4.1,6.3,0.1,11.566666666666668,11.65,1,12.5,1,10.3,1,11.8,1,10.2,1,12.95,1
polanco,jabiel,m,DOM,24-28 Jun 2023,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",6.0,4.5,8.25,,12.949909090909092,,0,,0,,0,,0,11.825000000000001,4,13.592714285714285,7
gagamov,jack,m,CZE,11-16 Apr 2023,2023 Senior European Championships,qual,"Antalya, Turkey",73.0,4.4,7.966,,11.908,12.366,1,11.233,1,,0,12.133,1,11.9,1,,0
